date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
390,0.000354,3,0.12766,0.077999,0.217197,0.003467,0.422915,0.414912,DOWN
24345,0.460953,5,0.191489,0.027021,0.206932,0.001797,0.213361,0.673246,DOWN
15836,0.437768,2,0.93617,0.043383,0.363582,0.003467,0.422915,0.414912,DOWN
18434,0.443255,1,0.042553,0.046776,0.286224,0.003322,0.39332,0.358333,UP
17006,0.438874,6,0.297872,0.047796,0.193395,0.003467,0.422915,0.414912,DOWN
43108,0.907659,4,0.085106,0.058124,0.304374,0.003851,0.418436,0.605702,DOWN
1137,0.001018,4,0.702128,0.056683,0.510562,0.003467,0.422915,0.414912,UP
3654,0.009513,1,0.12766,0.041341,0.217495,0.003467,0.422915,0.414912,DOWN
2904,0.008805,6,0.510638,0.041732,0.460726,0.003467,0.422915,0.414912,DOWN
7222,0.02199,5,0.468085,0.074367,0.477834,0.003467,0.422915,0.414912,UP
28403,0.473917,5,0.744681,0.02654,0.511901,0.001728,0.4174,0.697807,DOWN
26540,0.469094,1,0.93617,0.035247,0.30363,0.002295,0.194459,0.750877,UP
17107,0.438963,1,0.404255,0.069653,0.500298,0.003467,0.422915,0.414912,UP
28948,0.474448,3,0.085106,0.033235,0.119161,0.002337,0.149663,0.347807,DOWN
45120,0.915667,4,0.0,0.076018,0.39765,0.005206,0.401864,0.408772,UP
10158,0.030839,3,0.638298,0.119491,0.576019,0.003467,0.422915,0.414912,UP
873,0.000796,6,0.191489,0.081122,0.128979,0.003467,0.422915,0.414912,DOWN
20613,0.451396,4,0.446809,0.03933,0.624963,0.002617,0.670119,0.514912,UP
13823,0.429671,2,1.0,0.06584,0.393484,0.003467,0.422915,0.414912,DOWN
27646,0.473209,3,0.978723,0.043233,0.437221,0.002908,0.323408,0.407895,DOWN
20724,0.451484,6,0.765957,0.043893,0.825945,0.002921,0.706629,0.544737,DOWN
40914,0.885005,7,0.382979,0.089528,0.492115,0.005906,0.374417,0.457895,UP
25021,0.46467,5,0.276596,0.041161,0.370277,0.00286,0.365614,0.295175,DOWN
13208,0.42914,4,0.170213,0.067191,0.158137,0.003467,0.422915,0.414912,DOWN
10046,0.030751,1,0.297872,0.059956,0.477388,0.003467,0.422915,0.414912,DOWN
43527,0.908013,5,0.829787,0.044794,0.479024,0.003047,0.473589,0.306579,DOWN
23963,0.460599,4,0.234043,0.02636,0.252306,0.001766,0.288969,0.67193,DOWN
20151,0.447856,1,0.829787,0.043503,0.641922,0.002975,0.401088,0.595175,UP
8877,0.026547,4,0.957447,0.106221,0.435138,0.003467,0.422915,0.414912,UP
37435,0.890093,4,0.914894,0.038339,0.679262,0.002617,0.552046,0.483333,DOWN
3096,0.008982,3,0.510638,0.090219,0.613359,0.003467,0.422915,0.414912,DOWN
10215,0.030884,4,0.829787,0.054612,0.445552,0.003467,0.422915,0.414912,DOWN
27127,0.469669,7,0.148936,0.025099,0.125707,0.001678,0.166753,0.726316,DOWN
19658,0.447414,5,0.553191,0.060196,0.591193,0.004659,0.626877,0.216228,UP
8507,0.023185,4,0.234043,0.090729,0.354508,0.003467,0.422915,0.414912,UP
8674,0.026371,7,0.723404,0.083373,0.289051,0.003467,0.422915,0.414912,UP
39941,0.898589,1,0.106383,0.044674,0.214371,0.00291,0.371828,0.626754,DOWN
24588,0.461174,3,0.255319,0.029542,0.352276,0.001984,0.330658,0.490351,DOWN
11699,0.424671,7,0.744681,0.085235,0.313746,0.003467,0.422915,0.414912,UP
3317,0.009203,1,0.106383,0.055632,0.271497,0.003467,0.422915,0.414912,DOWN
36750,0.889474,4,0.638298,0.027231,0.516067,0.001942,0.569135,0.257456,DOWN
2332,0.005177,1,0.595745,0.050859,0.507736,0.003467,0.422915,0.414912,DOWN
42938,0.907482,7,0.553191,0.075627,0.367748,0.005014,0.351631,0.569298,UP
37449,0.890138,5,0.191489,0.035247,0.287861,0.00225,0.39073,0.766228,DOWN
14717,0.433698,7,0.617021,0.046535,0.274026,0.003467,0.422915,0.414912,DOWN
27857,0.47343,1,0.361702,0.033626,0.370277,0.002285,0.204816,0.666228,DOWN
35221,0.902526,7,0.787234,0.070854,0.608896,0.004765,0.489384,0.428509,UP
30887,0.871687,1,0.489362,0.028191,0.395418,0.001683,0.248835,0.896053,DOWN
14147,0.429981,2,0.744681,0.056083,0.478429,0.003467,0.422915,0.414912,DOWN
23351,0.460024,5,0.489362,0.030353,0.494347,0.002048,0.520974,0.25307,DOWN
29625,0.867484,3,0.191489,0.0263,0.207379,0.001689,0.281201,0.85,DOWN
45078,0.915623,3,0.12766,0.040381,0.167361,0.002707,0.259969,0.492544,DOWN
31236,0.871997,1,0.765957,0.034436,0.490925,0.002196,0.291041,0.917105,UP
44578,0.912039,6,0.723404,0.042632,0.41922,0.002885,0.484723,0.355263,DOWN
28080,0.473652,6,0.0,0.02642,0.359417,0.00177,0.393061,0.716228,DOWN
18743,0.44352,7,0.489362,0.045154,0.492264,0.003051,0.381409,0.569737,DOWN
43516,0.908013,5,0.595745,0.147232,0.463106,0.009977,0.537286,0.494737,UP
26903,0.469448,2,0.489362,0.047466,0.502529,0.003178,0.488348,0.423684,UP
7757,0.022477,2,0.617021,0.109283,0.490479,0.003467,0.422915,0.414912,UP
14767,0.433742,1,0.659574,0.075027,0.526183,0.003467,0.422915,0.414912,UP
35320,0.885094,2,0.851064,0.036418,0.602053,0.002559,0.553081,0.261842,DOWN
17358,0.442281,6,0.638298,0.0523,0.329961,0.003467,0.422915,0.414912,DOWN
43257,0.907792,7,0.191489,0.02567,0.110681,0.001672,0.187727,0.709211,DOWN
18705,0.443476,6,0.702128,0.05284,0.550431,0.00365,0.532885,0.428947,DOWN
29579,0.867439,2,0.234043,0.026991,0.306159,0.00166,0.255308,0.882456,DOWN
836,0.000752,5,0.425532,0.095473,0.567093,0.003467,0.422915,0.414912,UP
16891,0.438742,3,0.914894,0.05248,0.350491,0.003467,0.422915,0.414912,DOWN
38746,0.894429,4,0.212766,0.060736,0.287861,0.002208,0.343863,0.640789,DOWN
18480,0.443299,2,0.0,0.044614,0.365814,0.00302,0.331952,0.487719,DOWN
25727,0.465289,5,1.0,0.044554,0.444213,0.003118,0.416365,0.27193,DOWN
11077,0.03168,1,0.787234,0.054131,0.340672,0.003467,0.422915,0.414912,DOWN
17841,0.44268,2,0.702128,0.093701,0.573341,0.006439,0.539358,0.291667,UP
12820,0.425733,3,0.085106,0.055242,0.156055,0.003467,0.422915,0.414912,DOWN
13034,0.428963,7,0.553191,0.058034,0.313151,0.003467,0.422915,0.414912,DOWN
8187,0.022875,4,0.574468,0.089888,0.474412,0.003467,0.422915,0.414912,UP
34717,0.881465,4,0.276596,0.028972,0.432609,0.001882,0.45391,0.432895,DOWN
10082,0.030795,2,0.042553,0.05308,0.243231,0.003467,0.422915,0.414912,DOWN
43670,0.911199,1,0.808511,0.081182,0.450907,0.005274,0.345935,0.712719,UP
2297,0.005133,7,0.87234,0.056323,0.501636,0.003467,0.422915,0.414912,DOWN
7488,0.022256,4,0.0,0.057884,0.391104,0.003467,0.422915,0.414912,DOWN
8326,0.023008,7,0.468085,0.091269,0.324606,0.003467,0.422915,0.414912,UP
16121,0.438034,1,0.87234,0.062898,0.431866,0.003467,0.422915,0.414912,DOWN
18106,0.442945,1,0.212766,0.034076,0.098185,0.002239,0.098136,0.686404,DOWN
20370,0.451175,6,0.382979,0.046505,0.718834,0.003006,0.656137,0.419737,UP
10947,0.031592,6,0.06383,0.05302,0.164534,0.003467,0.422915,0.414912,DOWN
18377,0.443166,6,0.87234,0.051639,0.50476,0.003469,0.448731,0.525,UP
36446,0.889208,5,0.297872,0.032545,0.515472,0.002243,0.521491,0.375439,UP
37221,0.889916,7,0.446809,0.396541,0.623624,0.02588,0.483169,0.668421,UP
39532,0.89819,6,0.595745,0.138525,0.740107,0.008727,0.635681,0.732456,UP
33320,0.877129,3,0.170213,0.032545,0.176584,0.002121,0.212325,0.573246,DOWN
844,0.000752,5,0.595745,0.044224,0.461321,0.003467,0.422915,0.414912,DOWN
6490,0.018229,4,0.212766,0.041582,0.163939,0.003467,0.422915,0.414912,DOWN
1379,0.004292,2,0.744681,0.046956,0.681196,0.003467,0.422915,0.414912,DOWN
3540,0.00938,5,0.765957,0.041732,0.698899,0.003467,0.422915,0.414912,DOWN
23318,0.45998,4,0.808511,0.042933,0.565605,0.002973,0.501813,0.201316,UP
10832,0.031459,3,0.680851,0.06611,0.469652,0.003467,0.422915,0.414912,DOWN
18372,0.443166,6,0.765957,0.061577,0.65546,0.004121,0.597618,0.461842,UP
27107,0.469625,6,0.744681,0.042512,0.407468,0.002898,0.437856,0.233333,DOWN
42377,0.906951,2,0.87234,0.043023,0.335466,0.003078,0.510875,0.295614,DOWN
6090,0.017831,2,0.893617,0.071184,0.457007,0.003467,0.422915,0.414912,DOWN
12725,0.425645,1,0.106383,0.041131,0.058614,0.003467,0.422915,0.414912,DOWN
6348,0.018097,1,0.255319,0.082022,0.314192,0.003467,0.422915,0.414912,UP
5333,0.014114,1,0.106383,0.040651,0.22047,0.003467,0.422915,0.414912,DOWN
11078,0.03168,1,0.808511,0.054131,0.349003,0.003467,0.422915,0.414912,DOWN
43244,0.907747,6,0.93617,0.048697,0.419518,0.003292,0.367685,0.477193,DOWN
5341,0.014114,1,0.276596,0.080491,0.499405,0.003467,0.422915,0.414912,UP
9659,0.0273,7,0.234043,0.069443,0.100714,0.003467,0.422915,0.414912,DOWN
44235,0.91173,6,0.574468,0.05209,0.533026,0.003475,0.59218,0.38114,DOWN
26307,0.468917,4,0.06383,0.028522,0.212288,0.001897,0.290782,0.511404,DOWN
34707,0.881465,4,0.06383,0.029002,0.334127,0.001857,0.408338,0.500439,DOWN
14595,0.433609,5,0.06383,0.043053,0.180006,0.003467,0.422915,0.414912,DOWN
25103,0.464714,6,1.0,0.031524,0.430229,0.002167,0.401605,0.45307,DOWN
6168,0.01792,4,0.510638,0.06614,0.486909,0.003467,0.422915,0.414912,DOWN
243,0.000221,7,0.06383,0.047106,0.182089,0.003467,0.422915,0.414912,DOWN
18531,0.443343,3,0.06383,0.042843,0.364177,0.002815,0.421284,0.660088,DOWN
20996,0.45175,5,0.425532,0.040861,0.712288,0.002732,0.689021,0.371491,DOWN
11754,0.424716,1,0.893617,0.14438,0.385153,0.003467,0.422915,0.414912,UP
5821,0.01761,4,0.276596,0.084844,0.498661,0.003467,0.422915,0.414912,UP
34299,0.881067,2,0.574468,0.03978,0.50848,0.00279,0.53651,0.262719,UP
10346,0.031016,7,0.553191,0.059265,0.226569,0.003467,0.422915,0.414912,DOWN
41326,0.90288,1,0.978723,0.072505,0.355251,0.004825,0.392284,0.538158,UP
19286,0.44706,4,0.808511,0.064249,0.777298,0.004233,0.603314,0.439035,UP
16008,0.437945,6,0.510638,0.059265,0.35778,0.003467,0.422915,0.414912,UP
35916,0.968895,1,0.255319,0.026991,0.155162,0.001755,0.183325,0.74386,DOWN
16054,0.437989,7,0.468085,0.046806,0.322523,0.003467,0.422915,0.414912,DOWN
33526,0.880359,7,0.468085,0.051909,0.427105,0.003496,0.325479,0.391228,UP
37052,0.889739,3,0.93617,0.045274,0.63255,0.003089,0.486277,0.592105,DOWN
13286,0.429185,5,0.808511,0.080581,0.463404,0.003467,0.422915,0.414912,DOWN
4508,0.013318,4,0.93617,0.090068,0.623624,0.003467,0.422915,0.414912,UP
33742,0.880536,4,0.978723,0.040741,0.468908,0.002655,0.425427,0.630702,UP
33684,0.880492,3,0.765957,0.064729,0.617971,0.004533,0.572242,0.261404,UP
43122,0.907659,4,0.382979,0.057073,0.522166,0.003903,0.591921,0.417105,DOWN
44099,0.911597,3,0.744681,0.043293,0.459685,0.00285,0.477991,0.53114,DOWN
26411,0.469006,6,0.234043,0.046806,0.380542,0.003216,0.341015,0.360088,UP
16839,0.438697,2,0.829787,0.055782,0.467718,0.003467,0.422915,0.414912,DOWN
40597,0.899164,7,0.787234,0.091149,0.566349,0.005845,0.474625,0.545614,UP
604,0.000531,7,0.595745,0.080731,0.261976,0.003467,0.422915,0.414912,UP
12263,0.425202,5,0.489362,0.062387,0.479917,0.003467,0.422915,0.414912,DOWN
29151,0.867041,7,0.319149,0.029633,0.320738,0.001157,0.15769,0.766667,DOWN
15192,0.43414,3,0.510638,0.081902,0.600417,0.003467,0.422915,0.414912,UP
38031,0.893766,3,0.319149,0.056953,0.611723,0.003847,0.575091,0.372368,UP
8077,0.022787,2,0.276596,0.104389,0.408509,0.003467,0.422915,0.414912,UP
25321,0.486837,4,0.531915,0.062057,0.476049,0.004321,0.482393,0.267982,UP
42081,0.903588,3,0.702128,0.090609,0.541654,0.005831,0.465303,0.633772,UP
22315,0.455998,4,0.914894,0.045425,0.5482,0.003122,0.461419,0.504386,DOWN
1462,0.00438,4,0.468085,0.045304,0.536299,0.003467,0.422915,0.414912,DOWN
18533,0.443343,3,0.106383,0.038699,0.259149,0.002486,0.321336,0.755263,DOWN
27753,0.473342,6,0.191489,0.034286,0.227016,0.002337,0.244174,0.523246,DOWN
22359,0.456042,5,0.829787,0.03927,0.675989,0.002665,0.576385,0.390789,DOWN
16217,0.438122,3,0.87234,0.073076,0.416989,0.003467,0.422915,0.414912,UP
24191,0.460776,1,1.0,0.033025,0.348259,0.002266,0.312791,0.279386,UP
36596,0.889341,1,0.425532,0.029212,0.446147,0.001778,0.30347,0.662719,UP
39268,0.897969,1,0.085106,0.072835,0.311663,0.003083,0.418436,0.750439,UP
32075,0.875979,5,0.234043,0.166386,0.425171,0.002285,0.418695,0.712281,UP
31096,0.871864,5,0.851064,0.030683,0.567242,0.002027,0.453651,0.625,DOWN
30324,0.868103,3,0.765957,0.028732,0.475156,0.001919,0.433713,0.639474,DOWN
10858,0.031503,4,0.212766,0.095022,0.276257,0.003467,0.422915,0.414912,UP
36388,0.889164,4,0.085106,0.028972,0.328027,0.00194,0.42465,0.529386,DOWN
42424,0.906995,3,0.851064,0.053921,0.463999,0.003762,0.755567,0.066228,DOWN
16424,0.438343,1,0.170213,0.06539,0.123178,0.003467,0.422915,0.414912,UP
25828,0.465422,1,0.085106,0.02636,0.128236,0.00177,0.238477,0.630263,DOWN
867,0.000796,6,0.06383,0.10535,0.361648,0.003467,0.422915,0.414912,UP
31007,0.871776,3,1.0,0.038759,0.391699,0.001685,0.422061,0.732018,UP
5857,0.017654,5,0.021277,0.084694,0.487057,0.003467,0.422915,0.414912,UP
40243,0.898854,7,0.404255,0.090068,0.546415,0.005683,0.389953,0.741228,UP
3951,0.009778,7,0.319149,0.068422,0.25543,0.003467,0.422915,0.414912,UP
38621,0.894297,1,0.617021,0.048457,0.373698,0.001951,0.288193,0.684649,DOWN
16739,0.438609,7,0.744681,0.064639,0.408509,0.003467,0.422915,0.414912,UP
16253,0.438166,4,0.617021,0.076348,0.472181,0.003467,0.422915,0.414912,UP
18982,0.446794,5,0.468085,0.044884,0.568581,0.003101,0.544019,0.434649,UP
8200,0.022875,4,0.851064,0.060196,0.445403,0.003467,0.422915,0.414912,DOWN
40090,0.898721,4,0.212766,0.050048,0.250223,0.003243,0.329363,0.714474,DOWN
21968,0.455688,4,0.680851,0.036147,0.561886,0.002476,0.603573,0.496053,DOWN
41430,0.903013,4,0.12766,0.080521,0.244124,0.005301,0.378042,0.666228,DOWN
10408,0.031061,1,0.851064,0.071815,0.390806,0.003467,0.422915,0.414912,UP
17788,0.442635,1,0.595745,0.048727,0.34335,0.002605,0.184619,0.591667,DOWN
23250,0.459935,3,0.382979,0.190855,0.620202,0.012819,0.56784,0.365351,UP
17084,0.438919,7,0.93617,0.049898,0.293514,0.003467,0.422915,0.414912,UP
11610,0.424583,5,0.893617,0.07866,0.30601,0.003467,0.422915,0.414912,UP
4088,0.009911,3,0.170213,0.041281,0.229098,0.003467,0.422915,0.414912,DOWN
33884,0.880669,7,0.93617,0.034646,0.288902,0.00198,0.236924,0.847807,DOWN
1471,0.00438,4,0.659574,0.045244,0.47114,0.003467,0.422915,0.414912,DOWN
42291,0.906907,1,0.06383,0.031464,0.173609,0.002221,0.283532,0.498246,DOWN
13522,0.429406,3,0.723404,0.058364,0.49152,0.003467,0.422915,0.414912,DOWN
36619,0.889341,1,0.914894,0.030984,0.433204,0.001932,0.342828,0.664912,DOWN
4030,0.009823,1,0.978723,0.094332,0.556084,0.003467,0.422915,0.414912,UP
19001,0.446794,5,0.87234,0.044194,0.596697,0.003014,0.465821,0.591228,DOWN
38412,0.89412,4,0.255319,0.054131,0.455668,0.003535,0.513465,0.627632,DOWN
41504,0.903057,5,0.680851,0.055452,0.451354,0.003683,0.511652,0.399561,DOWN
18108,0.442945,1,0.255319,0.041612,0.11931,0.002661,0.100984,0.761842,DOWN
37928,0.893677,1,0.170213,0.02684,0.184915,0.001714,0.278094,0.785965,DOWN
40041,0.898677,3,0.191489,0.027831,0.22895,0.001813,0.290782,0.700877,DOWN
713,0.000619,2,0.87234,0.10523,0.541506,0.003467,0.422915,0.414912,DOWN
41285,0.90288,1,0.106383,0.029602,0.142815,0.001948,0.279389,0.643421,DOWN
4822,0.013628,4,0.468085,0.042032,0.546712,0.003467,0.422915,0.414912,DOWN
8650,0.026371,7,0.212766,0.068242,0.069771,0.003467,0.422915,0.414912,DOWN
16935,0.438786,4,0.829787,0.062207,0.454032,0.003467,0.422915,0.414912,UP
31736,0.872484,5,0.170213,0.032695,0.205147,0.001882,0.298809,0.840789,DOWN
33084,0.876908,5,0.255319,0.035397,0.442279,0.002356,0.527447,0.371491,UP
35157,0.898102,6,0.446809,0.030473,0.529009,0.002119,0.595287,0.325877,DOWN
17510,0.44237,2,0.808511,0.10559,0.506843,0.007906,0.499482,0.500526,UP
19581,0.447325,3,0.957447,0.038759,0.623773,0.001489,0.433713,0.765789,DOWN
15573,0.434494,4,0.446809,0.055842,0.525141,0.003467,0.422915,0.414912,UP
11162,0.031769,3,0.553191,0.086015,0.242636,0.003467,0.422915,0.414912,UP
28670,0.474183,4,0.297872,0.029422,0.407766,0.001984,0.302175,0.751754,UP
10763,0.031415,2,0.234043,0.102258,0.376227,0.003467,0.422915,0.414912,UP
7268,0.022034,6,0.425532,0.068302,0.376079,0.003467,0.422915,0.414912,UP
34210,0.880979,7,0.723404,0.028942,0.338143,0.00103,0.281719,0.706579,UP
6818,0.018539,4,0.042553,0.056263,0.407022,0.003467,0.422915,0.414912,UP
7680,0.022433,1,0.0,0.047526,0.274323,0.003467,0.422915,0.414912,DOWN
14434,0.433432,1,0.723404,0.073856,0.540464,0.003467,0.422915,0.414912,UP
44873,0.912305,5,0.87234,0.043353,0.38917,0.002968,0.467633,0.305702,DOWN
4355,0.013185,1,0.744681,0.048247,0.6687,0.003467,0.422915,0.414912,UP
4246,0.013097,6,0.468085,0.041732,0.455073,0.003467,0.422915,0.414912,DOWN
12894,0.425778,4,0.638298,0.084965,0.517108,0.003467,0.422915,0.414912,UP
3183,0.00907,5,0.319149,0.049868,0.637013,0.003467,0.422915,0.414912,DOWN
18716,0.443476,6,0.93617,0.059565,0.543439,0.004044,0.414811,0.595614,DOWN
14300,0.430114,5,0.93617,0.056083,0.414609,0.003467,0.422915,0.414912,DOWN
31093,0.871864,5,0.787234,0.031584,0.590598,0.002081,0.45883,0.636404,DOWN
26107,0.465643,6,0.914894,0.028702,0.422047,0.001955,0.264889,0.603509,DOWN
42789,0.907349,4,0.446809,0.053441,0.504909,0.003623,0.568099,0.487281,DOWN
39644,0.898279,1,0.93617,0.078119,0.531836,0.002914,0.381409,0.701754,UP
33143,0.876952,6,0.489362,0.036958,0.552217,0.002567,0.529259,0.308772,UP
6802,0.018495,3,0.723404,0.045034,0.458048,0.003467,0.422915,0.414912,DOWN
36056,0.982169,4,0.170213,0.051129,0.23252,0.003286,0.328586,0.745175,DOWN
34364,0.881111,3,0.93617,0.031374,0.42532,0.002098,0.380114,0.62807,DOWN
1330,0.004248,1,0.723404,0.048517,0.615739,0.003467,0.422915,0.414912,DOWN
12958,0.425822,5,0.978723,0.081782,0.428741,0.003467,0.422915,0.414912,UP
28811,0.474315,7,0.234043,0.024799,0.101755,0.001037,0.064733,0.815789,DOWN
37919,0.893633,7,1.0,0.060976,0.504909,0.003633,0.443294,0.681579,DOWN
2549,0.005398,6,0.106383,0.064519,0.303184,0.003467,0.422915,0.414912,DOWN
18609,0.443387,4,0.702128,0.047526,0.521571,0.00313,0.533661,0.505702,DOWN
10854,0.031503,4,0.12766,0.060826,0.134781,0.003467,0.422915,0.414912,DOWN
11325,0.031901,6,0.957447,0.058394,0.234454,0.003467,0.422915,0.414912,DOWN
33950,0.880757,2,0.297872,0.027531,0.141327,0.000821,0.098912,0.873246,DOWN
28522,0.47405,1,0.212766,0.024949,0.108896,0.001645,0.119886,0.824561,DOWN
39970,0.898589,1,0.723404,0.097394,0.610235,0.005945,0.35189,0.782456,UP
1147,0.001018,4,0.914894,0.043833,0.461619,0.003467,0.422915,0.414912,DOWN
23344,0.460024,5,0.340426,0.032124,0.518893,0.002152,0.547126,0.235088,DOWN
25172,0.473563,1,0.425532,0.028372,0.338441,0.001913,0.181253,0.598684,UP
41252,0.902836,7,0.425532,0.087366,0.483338,0.005474,0.374676,0.764912,UP
1841,0.004734,5,0.361702,0.091059,0.641773,0.003467,0.422915,0.414912,DOWN
44268,0.911774,7,0.255319,0.043233,0.250074,0.00279,0.31564,0.695614,DOWN
33951,0.880757,2,0.319149,0.027381,0.184766,0.000821,0.117297,0.873246,DOWN
12932,0.425822,5,0.425532,0.091389,0.56144,0.003467,0.422915,0.414912,UP
43617,0.908101,7,0.702128,0.066741,0.376971,0.004406,0.321595,0.597368,UP
5046,0.013849,2,0.12766,0.045274,0.315085,0.003467,0.422915,0.414912,DOWN
7127,0.021902,3,0.489362,0.057644,0.481851,0.003467,0.422915,0.414912,DOWN
37430,0.890093,4,0.808511,0.07845,0.889467,0.005334,0.72087,0.377632,DOWN
17603,0.442458,4,0.744681,0.1442,0.604731,0.009823,0.641378,0.500526,UP
43202,0.907747,6,0.042553,0.071214,0.38069,0.004817,0.481616,0.416667,UP
39098,0.894739,4,0.553191,0.084064,0.647873,0.00558,0.746763,0.39693,DOWN
21661,0.452369,5,0.276596,0.072325,0.598929,0.004942,0.455981,0.451754,UP
44136,0.911641,4,0.510638,0.148613,0.514877,0.010029,0.588814,0.387719,UP
9453,0.027078,2,0.957447,0.077939,0.416096,0.003467,0.422915,0.414912,DOWN
8378,0.023052,1,0.553191,0.101327,0.494198,0.003467,0.422915,0.414912,UP
11637,0.424627,6,0.446809,0.074817,0.333234,0.003467,0.422915,0.414912,UP
1661,0.004557,1,0.617021,0.089498,0.373103,0.003467,0.422915,0.414912,UP
33678,0.880492,3,0.638298,0.068752,0.596549,0.004861,0.605386,0.207018,UP
16132,0.438078,2,0.085106,0.068032,0.267331,0.003467,0.422915,0.414912,DOWN
18690,0.443476,6,0.382979,0.093671,0.584201,0.006433,0.636717,0.372368,UP
38438,0.89412,4,0.808511,0.076498,0.822821,0.005162,0.722424,0.458772,DOWN
33297,0.877085,2,0.702128,0.044134,0.569325,0.003116,0.494045,0.189035,UP
1932,0.004823,7,0.255319,0.062598,0.152633,0.003467,0.422915,0.414912,DOWN
38667,0.894341,2,0.574468,0.117269,0.721809,0.0085,0.749871,0.415789,UP
5970,0.017743,7,0.382979,0.074667,0.369235,0.003467,0.422915,0.414912,UP
833,0.000752,5,0.361702,0.095473,0.567539,0.003467,0.422915,0.414912,UP
40788,0.871731,4,0.765957,0.075838,0.60116,0.005054,0.62869,0.44386,UP
16500,0.438388,2,0.765957,0.087066,0.565457,0.003467,0.422915,0.414912,UP
32908,0.876731,1,0.595745,0.037408,0.483487,0.002391,0.487571,0.646491,UP
34884,0.884695,7,0.765957,0.043383,0.559357,0.002831,0.506473,0.589035,UP
34372,0.881156,4,0.085106,0.033175,0.259,0.002158,0.351113,0.680702,UP
22882,0.456528,2,0.723404,0.034526,0.637459,0.002337,0.677369,0.433772,DOWN
673,0.000619,2,0.021277,0.119731,0.456263,0.003467,0.422915,0.414912,UP
39647,0.898279,1,1.0,0.077009,0.458941,0.00354,0.434231,0.70614,UP
3862,0.00969,5,0.468085,0.087877,0.655162,0.003467,0.422915,0.414912,UP
441,0.000398,4,0.191489,0.074877,0.171526,0.003467,0.422915,0.414912,DOWN
3556,0.009424,6,0.085106,0.041492,0.345135,0.003467,0.422915,0.414912,DOWN
9149,0.026813,3,0.617021,0.126186,0.569027,0.003467,0.422915,0.414912,UP
11361,0.031945,7,0.702128,0.097934,0.216156,0.003467,0.422915,0.414912,UP
654,0.000575,1,0.638298,0.119731,0.461619,0.003467,0.422915,0.414912,UP
12428,0.425335,1,0.93617,0.085115,0.455222,0.003467,0.422915,0.414912,DOWN
24433,0.461042,7,0.021277,0.032425,0.43975,0.0022,0.328327,0.45614,UP
44167,0.911685,5,0.148936,0.032515,0.158584,0.002164,0.242361,0.557018,DOWN
5175,0.013937,4,0.829787,0.088177,0.732371,0.003467,0.422915,0.414912,DOWN
11280,0.031901,6,0.0,0.064729,0.270455,0.003467,0.422915,0.414912,UP
11650,0.424627,6,0.723404,0.080611,0.298721,0.003467,0.422915,0.414912,UP
13812,0.429671,2,0.765957,0.077759,0.534514,0.003467,0.422915,0.414912,DOWN
16574,0.438476,4,0.297872,0.057974,0.414162,0.003467,0.422915,0.414912,DOWN
5596,0.014336,6,0.595745,0.088807,0.474859,0.003467,0.422915,0.414912,UP
22042,0.455776,6,0.212766,0.030743,0.265546,0.002061,0.295702,0.8,DOWN
28574,0.474094,2,0.297872,0.030263,0.515472,0.002038,0.404713,0.634211,DOWN
